shareblue,sharewhite,sharedomestic,nvoter,nazivote,nunemployed
0.1953278,0.0381822,0.460051,11761,7161,380
0.328981,0.0750097,0.256141,31338,14231,4079
0.2453369,0.0393211,0.4074945,20452,15153,737
0.2573817,0.0781035,0.3269129,24235,13525,2571
0.2762242,0.0426321,0.3148043,20274,4348,2870
0.3247432,0.0501892,0.2916742,27992,4611,4997
0.2420847,0.2637258,0.155105,24772,7518,4322
0.1939173,0.0642059,0.413829,9038,3643,552
0.1768683,0.0387632,0.4618228,12627,5800,682
0.234873,0.0832598,0.3650584,25241,5902,2750
0.1560775,0.0467583,0.4718584,20664,7560,725
0.121433,0.0390728,0.4845026,12683,4023,683
0.1980836,0.044242,0.4209499,19488,6143,1533
0.1577214,0.0492811,0.46153,10477,5424,363
0.1377946,0.0450772,0.4879367,19987,5206,948
0.212214,0.0693204,0.381007,25717,7880,2151
0.2150166,0.0798126,0.390468,26766,13279,1604
0.118337,0.0335114,0.5235103,9702,5051,189
0.164602,0.0337233,0.4732163,19105,6673,1102
0.1564058,0.0534646,0.4439183,9286,3301,511
0.2150731,0.0694048,0.349555,15492,3440,1934
0.1281182,0.0634536,0.4704125,14162,3515,601
0.2895263,0.0404609,0.3868374,21484,3963,1243
0.2344455,0.0490626,0.4217985,17892,5337,959
0.3134201,0.1448695,0.2598325,51548,15390,5348
0.2630782,0.2455328,0.1912788,101237,24774,13009
0.2424589,0.0669902,0.3278618,26215,14110,2689
0.2762029,0.0852429,0.2043074,35973,14150,7729
0.2539712,0.1954825,0.1053163,16614,4939,5301
0.2052485,0.0765857,0.3238718,87608,39919,10677
0.3211904,0.1314521,0.1616824,88246,36288,20279
0.2575195,0.0684582,0.2867235,18965,9696,2752
0.2284736,0.0626426,0.3141291,80425,38808,13711
0.2979237,0.2061212,0.107008,104620,34268,27574
0.2886534,0.1075276,0.2292936,63322,30469,8828
0.4913632,0.0534423,0.1973684,36488,13840,3111
0.4748007,0.1525874,0.0541943,31271,14367,5914
0.1842671,0.0495237,0.3604425,24974,14377,3241
0.2469578,0.1630806,0.1775654,35081,9155,8459
0.3242755,0.1034249,0.2220173,35392,17769,6544
0.3512164,0.1939411,0.107507,117504,42811,25883
0.2886411,0.2464291,0.065131,504542,187759,134932
0.3231171,0.0799915,0.2080119,96906,49263,19438
0.2457617,0.2437031,0.0871276,25816,12194,7093
0.4250583,0.1447208,0.0460753,26867,6376,7931
0.3793936,0.1136543,0.1617125,205827,83413,38384
0.3550896,0.0998337,0.1398095,95987,35693,24774
0.3253943,0.1743161,0.0737045,23192,7412,7161
0.3778731,0.0685935,0.1842882,74270,31965,15507
0.2277758,0.2715044,0.0862659,27888,11295,7851
0.4303134,0.0837625,0.1862082,54038,22919,7339
0.3944101,0.1035318,0.1390327,76864,31099,16172
0.3771325,0.1236949,0.1054196,89833,33078,22172
0.3979068,0.1063778,0.1659377,61465,25119,10612
0.4054161,0.1116183,0.1432373,150949,64340,27189
0.3792615,0.1477989,0.0840804,83558,26045,22278
0.2698311,0.248537,0.0574757,551683,188985,163307
0.3744316,0.1516122,0.0754444,13229,5317,3665
0.4329151,0.0808063,0.1402898,75552,33356,15308
0.2845953,0.1715622,0.0750653,13582,5431,4584
0.4085891,0.1060277,0.1027075,81852,41845,19340
0.4990394,0.0850906,0.0790984,103716,40909,23364
0.3179559,0.2045697,0.0500499,254494,103498,80725
0.4287267,0.1121506,0.1009705,67442,31328,15929
0.4914147,0.08589,0.1124332,74337,32628,13833
0.4328087,0.1493947,0.0773608,22611,9362,4646
0.4084269,0.0788468,0.1495452,46232,23819,9211
0.3983468,0.1230265,0.0726095,18307,6942,5019
0.5413829,0.0911515,0.090594,57421,24811,9634
0.4343249,0.1007143,0.0943891,90902,50123,20581
0.3707956,0.1007797,0.1450127,52038,29736,10618
0.4068808,0.0835597,0.1428609,47414,26305,9400
0.2994671,0.1846962,0.0629358,82740,41819,26804
0.4521869,0.1675097,0.0683725,23637,9757,4292
0.39503,0.1144588,0.0807797,107219,49823,29700
0.4443106,0.1387735,0.0952104,215250,91276,40711
0.2507737,0.0810159,0.3693309,55323,14994,3905
0.3533852,0.065263,0.3096305,20830,10314,771
0.5036486,0.0909943,0.1820766,38000,12960,2140
0.2507688,0.0839164,0.3636971,25327,8680,1426
0.3790415,0.086218,0.2457412,23145,9232,1690
0.2343336,0.0750181,0.3637623,19177,9708,1542
0.2184858,0.052231,0.4291987,34216,20056,1038
0.221142,0.0664363,0.4128932,34231,11306,1271
0.4281508,0.15507,0.152693,49653,15371,5836
0.2771251,0.0834288,0.3267908,25469,11141,2258
0.330408,0.1216322,0.2217757,29324,7402,4350
0.4119664,0.1091205,0.1992467,76146,23519,8595
0.2923041,0.0881814,0.3556789,19372,9691,725
0.3777451,0.0968372,0.2578964,56909,23941,4021
0.2819287,0.1195177,0.2737538,113614,37158,12365
0.1592298,0.0602763,0.4235245,12855,4415,713
0.1824768,0.0472293,0.4673286,15891,6128,406
0.3117048,0.0698094,0.2973236,24343,9746,2074
0.3650725,0.1619887,0.2000034,70180,23081,6263
0.2191789,0.0632788,0.4380706,18435,8376,472
0.1798876,0.0629468,0.4269554,15346,7117,551
0.3874325,0.0633674,0.2567945,23136,8300,1835
0.2822683,0.1163671,0.3174999,53755,18834,4046
0.3586517,0.0941466,0.2619373,86866,33414,6008
0.3359304,0.0923115,0.2751426,74032,19744,7593
0.2443523,0.0800887,0.380188,19648,7003,1010
0.3370288,0.264612,0.1173221,338976,102461,48053
0.2583602,0.095327,0.336008,68322,30179,4892
0.2843976,0.1630584,0.2578529,88525,35041,8604
0.2512856,0.0601208,0.3423986,33132,14566,3234
0.3042995,0.07826,0.3035417,69472,28163,5298
0.29672,0.0692735,0.3738798,36451,12085,1446
0.2773651,0.055855,0.3431094,25246,8930,1344
0.2312352,0.0895964,0.3842128,23354,7093,924
0.218327,0.0813564,0.3608039,25321,9872,2208
0.3059956,0.1649664,0.2228683,73628,24610,7985
0.3699021,0.1107259,0.223695,18043,5529,1984
0.219746,0.0588265,0.404407,21790,8551,874
0.2397241,0.0823225,0.3843633,19853,8261,810
0.3283967,0.1372519,0.2310355,32243,11802,4018
0.2718559,0.0850434,0.3470891,35794,12933,2601
0.2711948,0.0664607,0.3450217,39730,19926,2782
0.2714089,0.183395,0.2345372,120014,39616,14694
0.2102177,0.1042371,0.3545013,23633,13539,2087
0.3209794,0.0787494,0.2611065,42690,17899,4835
0.3433793,0.1135307,0.242949,75019,29723,9060
0.2168536,0.0669864,0.4060803,28720,12941,1303
0.3239906,0.0881899,0.2454007,37317,13227,5411
0.2571088,0.1039372,0.3397892,60387,23544,5629
0.319126,0.0747389,0.3176852,20342,7784,1908
0.2846818,0.123154,0.2113625,184634,79368,35433
0.1809344,0.0822617,0.3997978,44164,17679,3849
0.2342441,0.2288493,0.1731959,184109,76292,36153
0.3288906,0.1322238,0.1548446,108182,52364,23110
0.2791809,0.1230731,0.240273,75961,25135,13753
0.1905295,0.0622473,0.3978553,72632,34119,5987
0.1144339,0.0563825,0.4916554,24457,8748,1016
0.26761,0.2439243,0.1272738,111524,48078,24235
0.2416009,0.0539288,0.4030659,26345,18563,1871
0.211338,0.0643146,0.3761523,30406,19341,2981
0.2927124,0.1139142,0.2485853,63129,28223,9064
0.2567634,0.1513641,0.2722499,71975,37315,8589
0.1873986,0.0536857,0.447273,40416,29834,2571
0.2322319,0.0798258,0.3566612,29209,14592,2238
0.2233308,0.1180124,0.336646,32774,10789,2629
0.2961154,0.1847122,0.1528086,175347,58928,37864
0.2893748,0.126083,0.1541664,234409,78566,62785
0.2900431,0.1591305,0.1616799,485912,171152,111773
0.2549109,0.2400133,0.0721956,932831,318746,272801
0.4628983,0.0780591,0.2430525,34959,14791,2276
0.2708224,0.2482975,0.1198533,15984,5631,3211
0.3090927,0.0848099,0.3361384,103623,49469,5917
0.4718028,0.0906352,0.2001176,36953,17454,3331
0.4014211,0.0792157,0.2677225,46875,20503,3052
0.2949744,0.2715862,0.1009097,65317,20718,11209
0.2835251,0.2067687,0.2288395,61882,27548,6273
0.4726166,0.0950165,0.2136579,33565,15233,2604
0.3753531,0.1150026,0.2028189,47094,18300,7141
0.2772638,0.2250163,0.1420195,13363,5563,2437
0.418195,0.0728285,0.2540044,26085,11976,1932
0.4466581,0.0936395,0.2078595,50690,22824,5160
0.2733038,0.2086042,0.0905634,97932,38217,28221
